COLA BASTAO MARIPEL 40GR;5.00
COLA BASTAO ACRILEX 10GR;7.50
COLA BASTAO ACRILEX 20GR;12.50
COLA BASTAO ACRILEX 40GR;15.00
COLA BASTAO MAXPRINT 40G;9.50
COLA BASTAO PRITT 10GR;6.50
COLA BASTAO CIS 8GR;4.00
PASTA SANFONADA CHEQUE 12DV;20.60
PASTA SANFONADA A4 12D CORES;32.00
PLASTICO CADERNO CORES;20.60
ELASTICO AMARELO N18 30 UNIDADES;4.50
FIO DE SILICONE 0.5;9.00
FIO DE SILICONE 0.7;9.00
FIO DE SILICONE 1.0;9.00
BARBANTE ESCOLAR ALGODAO CRU CORES;8.90
LINHA COSTURA CORES;4.50
ESPETO DE MADEIRA 50 UNIDADES;4.50
PALITO MADEIRA CORES;18.50
PALITO MADEIRA NATURAL;18.50
PAPEL CONTACT TRANSPARENTE;8.50
PRANCHETA DURATEX 1/2 OFICIO;10.80
PRANCHETA DURATEX OFICIO;18.50
PASTA CATALOGO A4 PRETA 10 ENV;17.50
AGENDA PERMANENTE;41.50
COLA QUENTE GROSSO REFIL;3.90
COLA QUENTE FINO REFIL;1.60
COLA EVA ISOPOR 100ML;13.00
COLA PERMANENTE ACRLEX;6.20
COLA ISOPOR 40GR;6.20
COLA PANO ACRILEX 35GR;9.60
COLA DE ALTA RESISTENCIA UNIVERSAL 17G;9.60
COLA INSTANTANEA - 2GRS;4.40
COLA TEK BOND 793 20G;19.90
COLA GLITER ACRILEX VERDE;4.50
REGUA PLASTICA CRISTAL 15 CM;4.00
PASTA CATALOGO A4 PRETA 50 ENV;30.50
SACOLA YNIS 7191 7225;12.80
SACOLA YNIS 7178 7198 7201;9.50
SACOLA YNIS 7203;7.80
SACOLA YNIS 7230;4.50
SACOLA YNIS 7192 VINHO;9.00
EMBALAGEM SACOLA KRAFT 39X32;4.50
EMBALAGEM SACOLA KRAFT 24X33;5.30
EMBALAGEM SACOLA KRAFT 19X24;4.00
EMBALAGEM SACOLA KRAFT 11X14;4.00
REGUA AÇO 15 CM KIT;16.00
REGUA PLASTICA CRISTAL 20CM;4.50
REGUA PLASTICA CRISTAL REFORÇADA 30CM;5.00
REGUA PLASTICA CRISTAL 30CM;2.50
REGUA NORMOGRAFO WALEU;7.90
KIT ESCOLAR 1 GRAU 2 GRAU;6.00
REGUA GEOMETRICA WALEU;5.00
TRANSFERIDOR CHANFRADO 180º;2.70
TRANSFERIDOR CHANFRADO 360º;3.70
ESQUADRO 21X45;1.60
ESQUADRO 21X60;1.60
POLASSIL A4 220X307;8.00
BLOCO DALLEC 110X110;9.00
BLOCO DALLEC 16X9;10.00
BLOCO DECORADO;5.00
FLAG MARCADOR DE PÁGINA NEON 3 CORES;12.00
FLAG MARCADOR DE PÁGINA NEON 12 CORES;21.50
BLOCO ADESIVO KIT 75X100 KRAFT;9.00
BLOCO ADESIVO KIT 76X76 KRAFT;5.00
BLOCO ADESIVO TRANSPARENTE;10.50
BLOCO ADESIVO 76X76 100FLS STAR OFFICE;12.00
BLOCO ADESIVO NEON 76X76 50 FLS;6.00
BLOCO ADESIVO 4X1 CORES NEON PASTEL 50FLS;8.50
BLOCO ADESIVO KIT PASTEIS NEON 4X1 100FLS;8.50
PINCEL ARTISTICO K20-0 473-0;3.50
PINCEL ARTISTICO K20-2;4.00
PINCEL ARTISTICO K20-4;4.50
PINCEL ARTISTICO K20-6 473-6;4.90
PINCEL ARTISTICO K20-8;5.20
PINCEL ARTISTICO K20-10 473-10;5.90
PINCEL ARTISTICO K20-12 473-12;6.50
PINCEL ARTISTICO K20-14 473-14;7.00
PINCEL ARTISTICO K20-16;4.90
PINCEL ARTISTICO K20-18;5.50
PINCEL ARTISTICO K20-20;5.70
PINCEL ARTISTICO K20-22;6.50
PINCEL ARTISTICO K20-24;6.90
PINCEL ARTISTICO K21-0;3.60
PINCEL ARTISTICO K21-2;3.90
PINCEL ARTISTICO K21-6;4.00
PINCEL ARTISTICO K21-8;4.80
PINCEL ARTISTICO K21-12;5.00
PINCEL ARTISTICO 474 N 0;5.00
PINCEL ARTISTICO 474 N 2;5.50
PINCEL ARTISTICO 474 N 4;5.60
PINCEL ARTISTICO 474 N 6;5.70
PINCEL ARTISTICO 474 N 8;6.00
PINCEL ARTISTICO 474 N 10;6.50
PINCEL ARTISTICO 474 N 12;7.00
PINCEL ARTISTICO 474 N 14;8.60
PINCEL ARTISTICO 474 N 16;8.90
PAPEL LAMINADO CORES;1.80
PINCEL ARTISTICO 474 N 18;8.90
PINCEL ARTISTICO 474 N 20;9.50
FLAG MARCADOR DE PÁGINA NEON 5 CORES;21.50
FLAG MARCADOR DE PÁGINA NUMERAIS SIMBOLOS;10.50
ESTOJO PORTA LAPIS PALITO CRISTAL;16.60
PAPEL CHAMEX A4 300 FLS;24.00
PILHA PANASONIC COMUM D GRANDE PAR;12.70
Capas para encadernacao;5.50
POLASSIL TITULO CPF RG 66X99;4.00
